Fib_Angle,Ply_Layers,E1/E2,Winkler,Pasternak,Rx,Ry,a/h,Skew_Angle,Poisson_R,Omega,Strat_cat
60.0,4,25.0,500.0,50.0,0.1,0.1,10.0,60.0,0.25,46.958,EF3_Spherical
60.0,8,75.0,500.0,50.0,0.1,0.1,100.0,30.0,0.25,60.2277,EF3_Spherical
75.0,8,40.0,5000.0,500.0,0.1,0.1,100.0,0.0,0.25,111.5617,EF3_Spherical
60.0,12,40.0,7500.0,5000.0,0.5,0.5,10.0,0.0,0.25,176.3045,EF3_Spherical
60.0,4,10.0,500.0,100.0,1.0,1.0,5.0,0.0,0.25,39.8037,EF3_Spherical
75.0,4,75.0,2500.0,500.0,0.5,0.5,50.0,0.0,0.25,113.7187,EF3_Spherical
15.0,8,25.0,500.0,100.0,0.1,0.1,100.0,45.0,0.25,66.5558,EF3_Spherical
75.0,12,25.0,500.0,10.0,0.1,0.1,5.0,0.0,0.25,27.6867,EF3_Spherical
15.0,8,40.0,500.0,100.0,0.75,0.75,10.0,15.0,0.2,50.6485,EF3_Spherical
60.0,4,40.0,7500.0,7500.0,0.4,0.4,100.0,15.0,0.2,322.9418,EF3_Spherical
60.0,4,40.0,500.0,50.0,0.1,0.1,50.0,0.0,0.3,44.9358,EF3_Spherical
75.0,4,10.0,1000.0,100.0,1.0,1.0,100.0,15.0,0.25,142.486,EF3_Spherical
30.0,12,75.0,500.0,50.0,1.0,1.0,50.0,15.0,0.25,122.7497,EF3_Spherical
75.0,8,10.0,5000.0,1000.0,1.0,1.0,5.0,15.0,0.25,73.7072,EF3_Spherical
15.0,8,40.0,250.0,10.0,0.1,0.1,100.0,75.0,0.3,108.8344,EF3_Spherical
45.0,8,40.0,500.0,50.0,0.1,0.1,50.0,45.0,0.2,57.6452,EF3_Spherical
75.0,8,10.0,7500.0,2500.0,1.0,1.0,5.0,15.0,0.25,73.708,EF3_Spherical
15.0,8,10.0,5000.0,1000.0,0.5,0.5,100.0,0.0,0.25,159.14,EF3_Spherical
15.0,12,75.0,7500.0,2500.0,0.1,0.1,5.0,45.0,0.25,93.2872,EF3_Spherical
75.0,8,10.0,7500.0,7500.0,0.1,0.1,5.0,45.0,0.25,77.6856,EF3_Spherical
75.0,4,25.0,5000.0,1000.0,0.5,0.5,5.0,60.0,0.25,76.308,EF3_Spherical
60.0,4,40.0,10000.0,10000.0,0.1,0.1,50.0,75.0,0.3,433.561,EF3_Spherical
75.0,8,75.0,100.0,5.0,0.1,0.1,50.0,15.0,0.25,33.2276,EF3_Spherical
30.0,12,25.0,5000.0,1500.0,0.5,0.5,10.0,30.0,0.25,107.3306,EF3_Spherical
45.0,8,40.0,7500.0,7500.0,0.75,0.75,50.0,45.0,0.2,239.4753,EF3_Spherical
75.0,12,40.0,10000.0,7500.0,0.1,0.1,10.0,60.0,0.25,139.5549,EF3_Spherical
90.0,4,40.0,10000.0,7500.0,0.4,0.4,100.0,0.0,0.2,296.7845,EF3_Spherical
15.0,4,25.0,500.0,100.0,0.1,0.1,50.0,0.0,0.25,50.6943,EF3_Spherical
75.0,12,75.0,5000.0,1500.0,0.1,0.1,100.0,0.0,0.25,154.8953,EF3_Spherical
75.0,4,25.0,7500.0,7500.0,1.0,1.0,100.0,45.0,0.25,406.7221,EF3_Spherical
15.0,12,10.0,10000.0,10000.0,0.1,0.1,50.0,15.0,0.25,275.7973,EF3_Spherical
75.0,12,25.0,7500.0,7500.0,1.0,1.0,5.0,15.0,0.25,77.6785,EF3_Spherical
45.0,8,40.0,7500.0,5000.0,0.1,0.1,100.0,0.0,0.2,268.324,EF3_Spherical
15.0,8,40.0,7500.0,2500.0,1.0,1.0,5.0,15.0,0.25,72.6555,EF3_Spherical
15.0,8,40.0,5000.0,500.0,0.4,0.4,10.0,45.0,0.3,91.639,EF3_Spherical
30.0,8,10.0,250.0,10.0,1.0,1.0,50.0,15.0,0.25,80.9539,EF3_Spherical
30.0,12,40.0,7500.0,7500.0,0.1,0.1,50.0,45.0,0.25,288.5943,EF3_Spherical
60.0,4,75.0,500.0,50.0,0.5,0.5,50.0,30.0,0.25,76.7251,EF3_Spherical
30.0,8,10.0,100.0,5.0,0.5,0.5,5.0,15.0,0.25,17.4681,EF3_Spherical
75.0,12,40.0,500.0,50.0,1.0,1.0,10.0,60.0,0.25,48.6257,EF3_Spherical
45.0,8,40.0,2500.0,500.0,1.0,1.0,10.0,75.0,0.4,96.8633,EF3_Spherical
75.0,12,40.0,1000.0,100.0,0.1,0.1,100.0,0.0,0.25,58.0673,EF3_Spherical
45.0,8,40.0,5000.0,500.0,0.4,0.4,100.0,75.0,0.4,386.0619,EF3_Spherical
15.0,8,25.0,500.0,100.0,0.1,0.1,10.0,60.0,0.25,45.4085,EF3_Spherical
30.0,12,75.0,10000.0,7500.0,1.0,1.0,100.0,0.0,0.25,419.9711,EF3_Spherical
60.0,12,75.0,500.0,10.0,0.1,0.1,10.0,30.0,0.25,36.4654,EF3_Spherical
60.0,8,40.0,7500.0,5000.0,0.1,0.1,50.0,45.0,0.25,260.5509,EF3_Spherical
45.0,4,40.0,7500.0,2500.0,0.4,0.4,10.0,75.0,0.3,133.4568,EF3_Spherical
90.0,4,40.0,2500.0,500.0,0.1,0.1,10.0,15.0,0.2,77.5178,EF3_Spherical
60.0,12,40.0,5000.0,1000.0,1.0,1.0,100.0,15.0,0.25,272.3484,EF3_Spherical
30.0,12,10.0,10000.0,7500.0,1.0,1.0,10.0,45.0,0.25,113.78,EF3_Spherical
30.0,4,25.0,7500.0,7500.0,0.5,0.5,100.0,15.0,0.25,344.5682,EF3_Spherical
15.0,4,10.0,5000.0,500.0,0.1,0.1,10.0,60.0,0.25,81.6368,EF3_Spherical
30.0,4,75.0,10000.0,7500.0,0.5,0.5,100.0,60.0,0.25,433.5445,EF3_Spherical
60.0,8,10.0,5000.0,1000.0,0.1,0.1,5.0,15.0,0.25,78.1837,EF3_Spherical
75.0,12,10.0,5000.0,1000.0,0.5,0.5,100.0,0.0,0.25,152.1481,EF3_Spherical
15.0,4,40.0,7500.0,5000.0,0.1,0.1,5.0,60.0,0.25,93.305,EF3_Spherical
30.0,4,10.0,10000.0,7500.0,0.5,0.5,50.0,30.0,0.25,262.6591,EF3_Spherical
60.0,4,40.0,5000.0,1000.0,0.5,0.5,50.0,30.0,0.25,160.1152,EF3_Spherical
30.0,8,40.0,10000.0,7500.0,1.0,1.0,50.0,45.0,0.25,289.4923,EF3_Spherical
30.0,12,10.0,10000.0,7500.0,1.0,1.0,100.0,60.0,0.25,331.5191,EF3_Spherical
60.0,8,75.0,7500.0,2500.0,1.0,1.0,10.0,60.0,0.25,140.1936,EF3_Spherical
45.0,4,40.0,2500.0,100.0,0.5,0.5,5.0,60.0,0.25,55.4215,EF3_Spherical
15.0,4,75.0,7500.0,7500.0,0.5,0.5,50.0,15.0,0.25,328.0351,EF3_Spherical
60.0,4,25.0,10000.0,7500.0,0.1,0.1,100.0,15.0,0.25,304.3941,EF3_Spherical
15.0,4,40.0,10000.0,10000.0,0.1,0.1,100.0,45.0,0.25,480.4563,EF3_Spherical
30.0,4,10.0,5000.0,500.0,0.1,0.1,5.0,0.0,0.25,77.4981,EF3_Spherical
45.0,8,40.0,10000.0,7500.0,0.1,0.1,10.0,75.0,0.3,156.1948,EF3_Spherical
45.0,4,40.0,2500.0,100.0,1.0,1.0,10.0,15.0,0.25,75.4918,EF3_Spherical
45.0,4,40.0,250.0,10.0,0.1,0.1,100.0,0.0,0.4,54.7285,EF3_Spherical
75.0,12,10.0,2500.0,500.0,1.0,1.0,50.0,0.0,0.25,121.1599,EF3_Spherical
15.0,4,40.0,100.0,5.0,0.4,0.4,50.0,45.0,0.4,67.2206,EF3_Spherical
60.0,8,10.0,500.0,100.0,0.1,0.1,100.0,60.0,0.25,89.2018,EF3_Spherical
15.0,8,40.0,2500.0,500.0,1.0,1.0,10.0,75.0,0.3,72.7857,EF3_Spherical
75.0,8,25.0,7500.0,7500.0,0.5,0.5,10.0,60.0,0.25,121.248,EF3_Spherical
30.0,8,25.0,7500.0,2500.0,0.5,0.5,50.0,30.0,0.25,236.0603,EF3_Spherical
60.0,4,10.0,10000.0,10000.0,1.0,1.0,100.0,30.0,0.25,385.8439,EF3_Spherical
30.0,4,40.0,7500.0,7500.0,0.5,0.5,50.0,30.0,0.25,355.8448,EF3_Spherical
15.0,8,75.0,2500.0,100.0,1.0,1.0,5.0,0.0,0.25,57.4266,EF3_Spherical
30.0,4,25.0,7500.0,2500.0,1.0,1.0,10.0,60.0,0.25,101.3057,EF3_Spherical
15.0,8,40.0,7500.0,5000.0,0.75,0.75,10.0,15.0,0.2,133.6764,EF3_Spherical
60.0,12,40.0,1000.0,100.0,0.5,0.5,50.0,30.0,0.25,82.0935,EF3_Spherical
15.0,4,40.0,1000.0,100.0,1.0,1.0,10.0,15.0,0.25,56.194,EF3_Spherical
15.0,12,25.0,500.0,100.0,0.5,0.5,50.0,30.0,0.25,75.6282,EF3_Spherical
60.0,8,40.0,10000.0,7500.0,1.0,1.0,50.0,75.0,0.3,416.8349,EF3_Spherical
30.0,8,10.0,500.0,50.0,0.1,0.1,10.0,30.0,0.25,40.6802,EF3_Spherical
15.0,8,40.0,10.0,5.0,0.5,0.5,100.0,30.0,0.25,102.0121,EF3_Spherical
15.0,8,40.0,5000.0,500.0,0.4,0.4,10.0,75.0,0.3,86.9553,EF3_Spherical
15.0,8,10.0,7500.0,5000.0,1.0,1.0,50.0,0.0,0.25,251.5975,EF3_Spherical
30.0,12,10.0,10.0,5.0,0.5,0.5,100.0,30.0,0.25,85.7506,EF3_Spherical
45.0,4,40.0,5000.0,500.0,1.0,1.0,10.0,30.0,0.25,96.4681,EF3_Spherical
15.0,12,10.0,5000.0,1500.0,0.1,0.1,5.0,15.0,0.25,66.873,EF3_Spherical
60.0,12,75.0,5000.0,1000.0,1.0,1.0,5.0,60.0,0.25,91.3269,EF3_Spherical
15.0,8,75.0,500.0,50.0,0.1,0.1,5.0,45.0,0.25,37.6075,EF3_Spherical
15.0,12,75.0,5000.0,500.0,0.5,0.5,50.0,0.0,0.25,127.9146,EF3_Spherical
90.0,4,40.0,5000.0,1500.0,0.1,0.1,100.0,0.0,0.3,148.5219,EF3_Spherical
15.0,4,40.0,5000.0,500.0,0.1,0.1,50.0,15.0,0.2,118.2363,EF3_Spherical
30.0,12,40.0,1000.0,100.0,1.0,1.0,10.0,45.0,0.25,56.9362,EF3_Spherical
30.0,4,40.0,1000.0,100.0,0.1,0.1,100.0,60.0,0.25,91.6489,EF3_Spherical
90.0,8,40.0,500.0,100.0,0.75,0.75,50.0,75.0,0.2,108.6665,EF3_Spherical
15.0,8,40.0,2500.0,100.0,1.0,1.0,100.0,30.0,0.25,177.0286,EF3_Spherical
15.0,4,10.0,10000.0,10000.0,0.1,0.1,100.0,15.0,0.25,355.2382,EF3_Spherical
60.0,4,25.0,5000.0,1500.0,1.0,1.0,100.0,60.0,0.25,322.7269,EF3_Spherical
60.0,4,25.0,5000.0,1500.0,0.5,0.5,100.0,15.0,0.25,196.2099,EF3_Spherical
60.0,4,40.0,5000.0,1000.0,0.5,0.5,50.0,0.0,0.25,153.0906,EF3_Spherical
60.0,8,75.0,5000.0,1500.0,0.5,0.5,100.0,15.0,0.25,223.1942,EF3_Spherical
60.0,8,10.0,5000.0,500.0,1.0,1.0,10.0,30.0,0.25,83.4491,EF3_Spherical
90.0,8,40.0,10000.0,7500.0,1.0,1.0,10.0,45.0,0.4,119.4162,EF3_Spherical
45.0,4,40.0,2500.0,100.0,1.0,1.0,100.0,0.0,0.2,227.6265,EF3_Spherical
75.0,4,75.0,7500.0,2500.0,1.0,1.0,100.0,30.0,0.25,294.5651,EF3_Spherical
75.0,12,40.0,7500.0,2500.0,1.0,1.0,50.0,60.0,0.25,253.0472,EF3_Spherical
15.0,12,10.0,500.0,100.0,1.0,1.0,5.0,0.0,0.25,34.7464,EF3_Spherical
45.0,4,40.0,5000.0,1000.0,0.4,0.4,10.0,15.0,0.4,127.7838,EF3_Spherical
60.0,8,40.0,5000.0,1000.0,0.4,0.4,100.0,15.0,0.3,176.5083,EF3_Spherical
30.0,4,25.0,500.0,100.0,0.5,0.5,50.0,15.0,0.25,83.4491,EF3_Spherical
30.0,4,10.0,500.0,50.0,0.1,0.1,10.0,15.0,0.25,38.1584,EF3_Spherical
30.0,4,25.0,7500.0,2500.0,0.1,0.1,50.0,60.0,0.25,204.1289,EF3_Spherical
75.0,12,10.0,500.0,100.0,0.5,0.5,10.0,15.0,0.25,44.699,EF3_Spherical
15.0,4,10.0,5000.0,1000.0,1.0,1.0,5.0,15.0,0.25,66.0599,EF3_Spherical
60.0,8,40.0,10000.0,10000.0,0.1,0.1,50.0,75.0,0.2,434.0744,EF3_Spherical
15.0,4,40.0,5000.0,500.0,0.1,0.1,10.0,0.0,0.2,104.0285,EF3_Spherical
15.0,4,10.0,10000.0,10000.0,1.0,1.0,50.0,60.0,0.25,235.8899,EF3_Spherical
60.0,8,40.0,7500.0,5000.0,0.1,0.1,10.0,75.0,0.3,143.7302,EF3_Spherical
60.0,4,75.0,5000.0,1500.0,0.5,0.5,10.0,15.0,0.25,133.0329,EF3_Spherical
30.0,12,40.0,500.0,50.0,0.1,0.1,5.0,30.0,0.25,39.6394,EF3_Spherical
15.0,4,40.0,10000.0,7500.0,0.1,0.1,10.0,15.0,0.3,144.2673,EF3_Spherical
90.0,8,40.0,7500.0,2500.0,0.4,0.4,50.0,15.0,0.2,193.7712,EF3_Spherical
15.0,4,10.0,5000.0,1000.0,0.1,0.1,50.0,45.0,0.25,168.3486,EF3_Spherical
30.0,8,40.0,500.0,50.0,1.0,1.0,5.0,15.0,0.25,39.6523,EF3_Spherical
60.0,4,40.0,5000.0,500.0,0.75,0.75,50.0,45.0,0.3,155.6224,EF3_Spherical
15.0,8,25.0,2500.0,500.0,0.5,0.5,10.0,0.0,0.25,84.1186,EF3_Spherical
15.0,4,40.0,2500.0,100.0,0.1,0.1,10.0,45.0,0.2,67.8871,EF3_Spherical
60.0,12,10.0,7500.0,2500.0,1.0,1.0,5.0,30.0,0.25,84.3894,EF3_Spherical
15.0,8,40.0,7500.0,7500.0,0.4,0.4,10.0,75.0,0.3,115.8857,EF3_Spherical
90.0,4,40.0,7500.0,7500.0,1.0,1.0,50.0,0.0,0.2,223.8878,EF3_Spherical
45.0,4,40.0,5000.0,1000.0,0.5,0.5,50.0,0.0,0.25,179.6571,EF3_Spherical
75.0,12,25.0,10000.0,10000.0,0.1,0.1,50.0,45.0,0.25,291.5634,EF3_Spherical
75.0,12,25.0,1000.0,100.0,0.1,0.1,10.0,0.0,0.25,50.5925,EF3_Spherical
75.0,4,75.0,2500.0,500.0,0.5,0.5,100.0,45.0,0.25,172.8802,EF3_Spherical
15.0,4,40.0,7500.0,5000.0,1.0,1.0,50.0,15.0,0.4,290.2664,EF3_Spherical
75.0,12,75.0,7500.0,7500.0,0.5,0.5,5.0,60.0,0.25,108.9418,EF3_Spherical
15.0,4,40.0,10000.0,7500.0,1.0,1.0,100.0,0.0,0.4,374.8388,EF3_Spherical
15.0,4,25.0,5000.0,1500.0,0.1,0.1,100.0,15.0,0.25,171.3464,EF3_Spherical
15.0,4,40.0,7500.0,7500.0,0.75,0.75,10.0,45.0,0.4,125.109,EF3_Spherical
60.0,4,40.0,2500.0,100.0,0.75,0.75,10.0,15.0,0.3,67.8562,EF3_Spherical
15.0,4,40.0,7500.0,5000.0,0.4,0.4,10.0,15.0,0.3,133.5616,EF3_Spherical
60.0,8,25.0,100.0,5.0,0.1,0.1,100.0,0.0,0.25,34.0361,EF3_Spherical
75.0,12,75.0,5000.0,500.0,0.5,0.5,10.0,0.0,0.25,104.4706,EF3_Spherical
15.0,8,10.0,500.0,100.0,0.1,0.1,50.0,0.0,0.25,48.8574,EF3_Spherical
30.0,12,25.0,7500.0,7500.0,0.1,0.1,100.0,45.0,0.25,428.207,EF3_Spherical
45.0,4,25.0,10000.0,10000.0,1.0,1.0,5.0,45.0,0.25,100.7293,EF3_Spherical
30.0,8,25.0,5000.0,1000.0,1.0,1.0,5.0,15.0,0.25,90.7208,EF3_Spherical
15.0,8,40.0,2500.0,500.0,0.75,0.75,50.0,75.0,0.4,204.5407,EF3_Spherical
60.0,4,40.0,5000.0,1000.0,1.0,1.0,50.0,15.0,0.4,184.5941,EF3_Spherical
15.0,8,40.0,5000.0,500.0,0.1,0.1,5.0,15.0,0.25,68.3552,EF3_Spherical
15.0,4,10.0,10000.0,7500.0,1.0,1.0,100.0,30.0,0.25,358.6948,EF3_Spherical
90.0,4,40.0,7500.0,5000.0,0.75,0.75,50.0,0.0,0.4,212.0843,EF3_Spherical
15.0,4,40.0,2500.0,100.0,0.1,0.1,10.0,45.0,0.25,67.8464,EF3_Spherical
15.0,8,40.0,10000.0,7500.0,0.1,0.1,100.0,0.0,0.25,329.8295,EF3_Spherical
15.0,8,25.0,7500.0,5000.0,0.1,0.1,10.0,60.0,0.25,112.0604,EF3_Spherical
75.0,4,10.0,500.0,100.0,0.1,0.1,50.0,45.0,0.25,62.7082,EF3_Spherical
15.0,8,75.0,10.0,5.0,1.0,1.0,5.0,30.0,0.25,21.2119,EF3_Spherical
60.0,4,40.0,2500.0,100.0,0.1,0.1,100.0,45.0,0.25,83.5934,EF3_Spherical
15.0,4,75.0,1000.0,100.0,0.1,0.1,50.0,0.0,0.25,59.4445,EF3_Spherical
45.0,8,40.0,5000.0,500.0,1.0,1.0,100.0,75.0,0.2,422.0789,EF3_Spherical
15.0,12,75.0,10.0,5.0,1.0,1.0,50.0,0.0,0.25,94.2301,EF3_Spherical
75.0,4,75.0,2500.0,100.0,0.1,0.1,5.0,60.0,0.25,57.3798,EF3_Spherical
30.0,4,75.0,5000.0,1000.0,0.1,0.1,100.0,30.0,0.25,166.1571,EF3_Spherical
75.0,12,10.0,10000.0,7500.0,0.5,0.5,50.0,60.0,0.25,236.9503,EF3_Spherical
75.0,8,40.0,500.0,100.0,0.5,0.5,10.0,30.0,0.25,52.5199,EF3_Spherical
15.0,4,40.0,7500.0,2500.0,0.4,0.4,100.0,15.0,0.3,230.5632,EF3_Spherical
75.0,4,40.0,7500.0,7500.0,1.0,1.0,10.0,0.0,0.25,137.1518,EF3_Spherical
30.0,12,10.0,5000.0,1500.0,1.0,1.0,5.0,60.0,0.25,73.559,EF3_Spherical
15.0,8,40.0,2500.0,100.0,0.4,0.4,10.0,0.0,0.2,65.6004,EF3_Spherical
75.0,8,75.0,7500.0,2500.0,0.1,0.1,10.0,15.0,0.25,125.932,EF3_Spherical
45.0,4,40.0,7500.0,5000.0,0.1,0.1,10.0,0.0,0.2,190.2638,EF3_Spherical
75.0,12,25.0,5000.0,1000.0,0.1,0.1,50.0,60.0,0.25,200.6328,EF3_Spherical
45.0,4,10.0,2500.0,100.0,1.0,1.0,100.0,45.0,0.25,181.0274,EF3_Spherical
30.0,4,75.0,500.0,10.0,0.1,0.1,100.0,15.0,0.25,54.9472,EF3_Spherical
60.0,12,75.0,5000.0,500.0,0.1,0.1,10.0,45.0,0.25,95.2993,EF3_Spherical
30.0,4,10.0,10.0,5.0,0.5,0.5,100.0,60.0,0.25,106.6097,EF3_Spherical
75.0,8,25.0,7500.0,7500.0,1.0,1.0,50.0,30.0,0.25,275.4083,EF3_Spherical
75.0,4,25.0,5000.0,500.0,1.0,1.0,50.0,30.0,0.25,143.435,EF3_Spherical
60.0,12,25.0,7500.0,7500.0,1.0,1.0,100.0,30.0,0.25,397.039,EF3_Spherical
60.0,12,75.0,5000.0,1000.0,1.0,1.0,50.0,45.0,0.25,213.5248,EF3_Spherical
90.0,8,40.0,2500.0,100.0,0.4,0.4,50.0,45.0,0.2,91.8268,EF3_Spherical
60.0,4,75.0,2500.0,500.0,0.1,0.1,50.0,45.0,0.25,136.0063,EF3_Spherical
60.0,4,40.0,7500.0,5000.0,0.1,0.1,100.0,15.0,0.3,257.3151,EF3_Spherical
90.0,8,40.0,5000.0,1500.0,0.1,0.1,50.0,15.0,0.2,153.2515,EF3_Spherical
15.0,8,40.0,7500.0,2500.0,0.5,0.5,5.0,15.0,0.25,72.6556,EF3_Spherical
60.0,8,10.0,2500.0,100.0,1.0,1.0,100.0,30.0,0.25,161.4973,EF3_Spherical
75.0,4,40.0,7500.0,2500.0,1.0,1.0,5.0,45.0,0.25,96.2137,EF3_Spherical
60.0,4,40.0,10000.0,10000.0,1.0,1.0,50.0,60.0,0.25,345.3148,EF3_Spherical
75.0,12,10.0,7500.0,5000.0,0.5,0.5,10.0,45.0,0.25,106.877,EF3_Spherical
30.0,4,75.0,7500.0,2500.0,1.0,1.0,10.0,15.0,0.25,173.7887,EF3_Spherical
60.0,8,75.0,10000.0,10000.0,0.5,0.5,10.0,45.0,0.25,144.9715,EF3_Spherical
45.0,4,40.0,5000.0,500.0,0.1,0.1,50.0,45.0,0.4,138.7301,EF3_Spherical
75.0,8,10.0,5000.0,500.0,0.1,0.1,100.0,30.0,0.25,120.1295,EF3_Spherical
60.0,8,40.0,500.0,100.0,1.0,1.0,50.0,0.0,0.4,119.2843,EF3_Spherical
45.0,4,40.0,5000.0,1500.0,0.75,0.75,10.0,75.0,0.2,118.9647,EF3_Spherical
60.0,8,40.0,10000.0,7500.0,1.0,1.0,50.0,0.0,0.4,340.9156,EF3_Spherical
15.0,4,25.0,7500.0,2500.0,1.0,1.0,10.0,45.0,0.25,112.1074,EF3_Spherical
60.0,8,25.0,5000.0,500.0,0.5,0.5,10.0,45.0,0.25,86.4078,EF3_Spherical
15.0,8,75.0,2500.0,100.0,0.1,0.1,5.0,0.0,0.25,57.4264,EF3_Spherical
30.0,4,40.0,7500.0,2500.0,0.5,0.5,10.0,15.0,0.25,152.3477,EF3_Spherical
45.0,4,40.0,2500.0,100.0,0.4,0.4,100.0,0.0,0.3,130.8581,EF3_Spherical
90.0,8,40.0,5000.0,1000.0,0.1,0.1,50.0,45.0,0.2,173.4932,EF3_Spherical
15.0,8,40.0,5000.0,500.0,1.0,1.0,50.0,75.0,0.2,210.9026,EF3_Spherical
15.0,12,40.0,2500.0,100.0,0.1,0.1,100.0,30.0,0.25,75.4419,EF3_Spherical
30.0,8,25.0,5000.0,500.0,1.0,1.0,100.0,60.0,0.25,301.1346,EF3_Spherical
75.0,8,75.0,2500.0,100.0,0.5,0.5,50.0,30.0,0.25,92.3973,EF3_Spherical
15.0,4,40.0,5000.0,1000.0,1.0,1.0,100.0,75.0,0.2,388.0766,EF3_Spherical
45.0,4,10.0,2500.0,100.0,0.1,0.1,10.0,45.0,0.25,58.509,EF3_Spherical
30.0,12,25.0,2500.0,500.0,0.1,0.1,50.0,30.0,0.25,113.8926,EF3_Spherical
30.0,8,10.0,7500.0,5000.0,1.0,1.0,5.0,45.0,0.25,88.0235,EF3_Spherical
15.0,12,40.0,7500.0,7500.0,0.1,0.1,5.0,0.0,0.25,71.9573,EF3_Spherical
15.0,12,75.0,2500.0,100.0,0.1,0.1,10.0,45.0,0.25,75.3121,EF3_Spherical
60.0,4,10.0,10000.0,10000.0,0.5,0.5,100.0,45.0,0.25,359.0975,EF3_Spherical
30.0,12,75.0,1000.0,100.0,0.1,0.1,5.0,45.0,0.25,46.0061,EF3_Spherical
90.0,8,40.0,500.0,50.0,0.4,0.4,10.0,75.0,0.2,34.5647,EF3_Spherical
45.0,4,40.0,500.0,100.0,1.0,1.0,50.0,0.0,0.3,134.5198,EF3_Spherical
60.0,8,40.0,1000.0,100.0,0.75,0.75,10.0,15.0,0.4,56.6657,EF3_Spherical
60.0,4,75.0,7500.0,7500.0,1.0,1.0,50.0,15.0,0.25,349.1899,EF3_Spherical
60.0,8,40.0,1000.0,100.0,0.1,0.1,50.0,75.0,0.3,270.5959,EF3_Spherical
60.0,8,40.0,1000.0,100.0,0.1,0.1,10.0,0.0,0.4,52.7483,EF3_Spherical
90.0,8,40.0,10000.0,7500.0,0.1,0.1,100.0,15.0,0.2,301.0031,EF3_Spherical
45.0,4,25.0,1000.0,100.0,0.5,0.5,50.0,15.0,0.25,97.0422,EF3_Spherical
30.0,12,25.0,2500.0,100.0,1.0,1.0,10.0,45.0,0.25,64.7592,EF3_Spherical
15.0,4,40.0,5000.0,1000.0,0.5,0.5,5.0,60.0,0.25,78.8075,EF3_Spherical
30.0,8,10.0,7500.0,5000.0,1.0,1.0,100.0,15.0,0.25,327.1506,EF3_Spherical
90.0,4,40.0,10000.0,10000.0,0.75,0.75,100.0,0.0,0.2,349.8299,EF3_Spherical
90.0,4,40.0,10000.0,10000.0,0.4,0.4,100.0,45.0,0.2,390.3294,EF3_Spherical
60.0,12,25.0,7500.0,2500.0,1.0,1.0,50.0,15.0,0.25,229.8246,EF3_Spherical
75.0,4,10.0,2500.0,500.0,1.0,1.0,10.0,30.0,0.25,70.2636,EF3_Spherical
75.0,4,10.0,10000.0,10000.0,0.1,0.1,50.0,15.0,0.25,276.2156,EF3_Spherical
75.0,4,75.0,7500.0,2500.0,0.5,0.5,100.0,0.0,0.25,226.4849,EF3_Spherical
75.0,8,10.0,5000.0,1000.0,0.1,0.1,10.0,15.0,0.25,91.421,EF3_Spherical
15.0,12,25.0,500.0,50.0,0.5,0.5,50.0,30.0,0.25,68.2509,EF3_Spherical
15.0,4,40.0,7500.0,2500.0,0.4,0.4,10.0,0.0,0.3,130.6087,EF3_Spherical
15.0,4,75.0,250.0,10.0,0.5,0.5,50.0,15.0,0.25,64.1226,EF3_Spherical
15.0,4,40.0,7500.0,2500.0,1.0,1.0,5.0,45.0,0.25,83.9088,EF3_Spherical
45.0,4,40.0,7500.0,5000.0,0.1,0.1,100.0,30.0,0.25,294.1802,EF3_Spherical
45.0,4,40.0,2500.0,500.0,0.1,0.1,50.0,45.0,0.2,129.4041,EF3_Spherical
15.0,4,40.0,100.0,5.0,0.1,0.1,100.0,45.0,0.4,42.0073,EF3_Spherical
15.0,4,40.0,2500.0,500.0,1.0,1.0,100.0,15.0,0.25,206.0564,EF3_Spherical
15.0,12,25.0,2500.0,500.0,0.1,0.1,10.0,45.0,0.25,73.557,EF3_Spherical
75.0,4,75.0,10000.0,10000.0,0.5,0.5,10.0,30.0,0.25,143.3853,EF3_Spherical
60.0,12,10.0,7500.0,2500.0,0.5,0.5,10.0,45.0,0.25,101.0234,EF3_Spherical
60.0,12,75.0,500.0,10.0,0.5,0.5,5.0,60.0,0.25,35.1314,EF3_Spherical
45.0,4,40.0,500.0,50.0,1.0,1.0,100.0,15.0,0.3,213.4119,EF3_Spherical
15.0,8,25.0,10000.0,10000.0,0.5,0.5,100.0,60.0,0.25,409.0479,EF3_Spherical
60.0,12,25.0,500.0,50.0,1.0,1.0,5.0,0.0,0.25,37.8559,EF3_Spherical
15.0,12,75.0,10000.0,7500.0,0.5,0.5,100.0,30.0,0.25,404.2106,EF3_Spherical
15.0,4,40.0,10000.0,7500.0,0.1,0.1,10.0,0.0,0.25,141.5867,EF3_Spherical
15.0,8,40.0,500.0,100.0,0.1,0.1,10.0,0.0,0.2,47.7922,EF3_Spherical
30.0,8,25.0,10000.0,10000.0,0.5,0.5,10.0,30.0,0.25,140.5781,EF3_Spherical
60.0,4,75.0,2500.0,500.0,0.1,0.1,10.0,15.0,0.25,94.3677,EF3_Spherical
60.0,12,25.0,500.0,50.0,1.0,1.0,100.0,60.0,0.25,178.9112,EF3_Spherical
60.0,8,25.0,2500.0,500.0,0.1,0.1,10.0,60.0,0.25,77.4673,EF3_Spherical
75.0,8,10.0,10000.0,10000.0,1.0,1.0,100.0,60.0,0.25,366.4527,EF3_Spherical
15.0,12,25.0,10000.0,10000.0,0.1,0.1,50.0,15.0,0.25,323.1256,EF3_Spherical
